house_area_sqft,lot_area_sqft,bedrooms,bathrooms,year_built,overall_quality,garage_capacity,basement_area_sqft,distance_to_city_center_km,neighborhood,renovation_status,sale_price
2620.0,7773.0,6.0,4.5,1984.0,7.0,2.0,659.0,2.4,Bole,Not renovated,1431957.0
1691.0,8384.0,4.0,2.5,2004.0,6.0,2.0,979.0,8.3,Arada,Not renovated,926620.0
865.0,2910.0,2.0,1.0,1995.0,5.0,1.0,0.0,8.4,Yeka,Partially renovated,418260.0
1216.0,2575.0,3.0,2.0,1991.0,6.0,3.0,847.0,7.1,Kirkos,Not renovated,510484.0
2015.0,6310.0,5.0,4.0,1993.0,7.0,0.0,0.0,2.6,Yeka,Partially renovated,1243639.0
1409.0,2084.0,3.0,1.5,1995.0,6.0,0.0,560.0,8.5,Nifas Silk,Fully renovated,551303.0
1302.0,4892.0,3.0,2.0,2022.0,7.0,2.0,673.0,2.8,Nifas Silk,Not renovated,723984.0
2496.0,,6.0,4.5,1995.0,7.0,2.0,2118.0,5.5,Bole,Partially renovated,1509233.0
1086.0,3302.0,3.0,2.5,2017.0,6.0,1.0,327.0,4.5,Kirkos,Not renovated,709529.0
1182.0,2482.0,2.0,1.5,2014.0,7.0,2.0,697.0,3.4,Kirkos,Fully renovated,854514.0
1666.0,3033.0,3.0,2.5,2008.0,7.0,2.0,951.0,6.8,Nifas Silk,Not renovated,536376.0
1770.0,2763.0,4.0,4.0,1959.0,4.0,1.0,0.0,7.7,Arada,Partially renovated,762880.0
1835.0,6352.0,5.0,4.0,2017.0,8.0,3.0,733.0,2.5,Kirkos,Not renovated,1137012.0
2113.0,4373.0,6.0,4.0,1986.0,5.0,2.0,1261.0,4.7,Nifas Silk,Not renovated,974049.0
1658.0,4460.0,3.0,2.5,2009.0,4.0,2.0,1497.0,7.5,Kirkos,Not renovated,795309.0
1831.0,4206.0,4.0,3.0,1976.0,5.0,1.0,836.0,0.5,Lideta,Not renovated,859238.0
1419.0,2979.0,3.0,2.0,1971.0,5.0,2.0,0.0,6.0,Yeka,Fully renovated,730771.0
1583.0,3414.0,4.0,2.5,2024.0,6.0,2.0,1296.0,7.6,Kirkos,Not renovated,777805.0
1608.0,5855.0,5.0,4.5,1976.0,6.0,1.0,0.0,6.1,Yeka,Fully renovated,1004806.0
1668.0,6473.0,3.0,2.5,2018.0,6.0,1.0,743.0,6.3,Kirkos,Not renovated,832689.0
2016.0,3352.0,4.0,2.5,1997.0,7.0,1.0,853.0,4.3,Arada,Not renovated,1110428.0
1872.0,8834.0,4.0,3.0,1987.0,7.0,0.0,1359.0,7.2,Nifas Silk,Not renovated,811339.0
1573.0,5172.0,4.0,3.0,1994.0,7.0,3.0,0.0,1.7,Lideta,Not renovated,735638.0
1177.0,4236.0,3.0,1.5,1969.0,7.0,2.0,811.0,2.4,Kirkos,Fully renovated,750927.0
1586.0,5603.0,4.0,3.0,1995.0,7.0,2.0,1001.0,6.3,Arada,Not renovated,951665.0
1535.0,5193.0,4.0,3.5,1973.0,3.0,3.0,822.0,7.3,Bole,Fully renovated,874801.0
1655.0,7377.0,3.0,2.5,1987.0,6.0,2.0,375.0,9.4,Arada,Not renovated,764274.0
3282.0,9504.0,6.0,5.0,2014.0,3.0,2.0,1243.0,12.0,Yeka,Not renovated,1328344.0
1297.0,3769.0,3.0,3.0,2000.0,6.0,2.0,530.0,2.7,Bole,Not renovated,780404.0
1789.0,4909.0,5.0,4.5,1965.0,6.0,2.0,633.0,2.0,Nifas Silk,Partially renovated,685962.0
2229.0,3586.0,4.0,4.5,2012.0,8.0,1.0,1444.0,8.1,Kirkos,Not renovated,1460423.0
1603.0,5277.0,4.0,3.5,1995.0,8.0,,0.0,3.3,Bole,Fully renovated,1280288.0
3432.0,5333.0,6.0,4.5,1984.0,7.0,2.0,954.0,4.4,Lideta,Not renovated,1436724.0
1363.0,3122.0,4.0,3.5,2010.0,5.0,1.0,671.0,7.6,Arada,Not renovated,540324.0
1731.0,3137.0,3.0,2.0,1992.0,7.0,2.0,0.0,5.2,Nifas Silk,Partially renovated,896250.0
1181.0,3445.0,3.0,2.5,1972.0,5.0,2.0,279.0,7.1,Kirkos,Partially renovated,646330.0
1375.0,,2.0,1.5,2024.0,6.0,2.0,0.0,2.5,Bole,Fully renovated,1048036.0
1687.0,4491.0,4.0,3.5,1995.0,8.0,1.0,569.0,,Bole,Not renovated,1111894.0
2067.0,5815.0,5.0,3.5,1993.0,5.0,2.0,0.0,5.6,Yeka,Partially renovated,966767.0
1728.0,3000.0,5.0,3.5,1987.0,7.0,2.0,1222.0,9.3,Kirkos,Not renovated,1098174.0
2378.0,6613.0,5.0,4.0,2019.0,7.0,,1745.0,10.6,Kirkos,Fully renovated,1489967.0
1501.0,3914.0,4.0,3.0,1985.0,5.0,2.0,0.0,3.3,Lideta,Not renovated,778104.0
1384.0,5034.0,4.0,2.0,1964.0,8.0,1.0,874.0,2.2,Kirkos,Fully renovated,1019732.0
3887.0,12474.0,6.0,3.5,1981.0,7.0,0.0,2600.0,7.4,Yeka,Not renovated,1924098.0
1772.0,5533.0,5.0,3.0,2022.0,6.0,2.0,1047.0,1.2,Yeka,Partially renovated,999509.0
1214.0,3292.0,3.0,2.0,2012.0,5.0,1.0,0.0,7.7,Bole,Fully renovated,774315.0
1224.0,4908.0,3.0,2.5,1990.0,5.0,2.0,814.0,8.1,Kirkos,Fully renovated,653425.0
1125.0,5738.0,2.0,2.0,2022.0,5.0,3.0,492.0,3.1,Kirkos,Not renovated,811578.0
2131.0,5962.0,6.0,5.0,2010.0,7.0,1.0,851.0,0.5,Yeka,Not renovated,1370268.0
1369.0,4036.0,2.0,2.0,1990.0,5.0,2.0,375.0,8.6,Bole,Fully renovated,747662.0
1619.0,1730.0,4.0,4.0,1992.0,7.0,2.0,,11.1,Bole,Partially renovated,1014882.0
1517.0,6619.0,4.0,3.5,2002.0,4.0,2.0,393.0,10.6,Yeka,Partially renovated,807250.0
1988.0,4351.0,5.0,4.0,1978.0,6.0,0.0,0.0,10.8,Lideta,Not renovated,845517.0
1162.0,2371.0,2.0,2.5,1995.0,6.0,1.0,970.0,,Yeka,Not renovated,574414.0
1075.0,5358.0,2.0,2.5,2001.0,10.0,3.0,552.0,4.8,Kirkos,Not renovated,620301.0
1673.0,6329.0,4.0,3.5,1961.0,4.0,1.0,548.0,5.5,Lideta,Partially renovated,711167.0
1901.0,3315.0,5.0,4.5,1991.0,8.0,2.0,0.0,5.0,Yeka,Not renovated,906938.0
1736.0,1959.0,6.0,3.0,1989.0,6.0,2.0,816.0,7.1,Kirkos,Not renovated,878924.0
1177.0,2717.0,2.0,1.5,2016.0,7.0,1.0,1206.0,2.0,Bole,,1006317.0
1952.0,5804.0,5.0,3.5,1958.0,6.0,2.0,1142.0,1.1,Arada,Partially renovated,1171400.0
1204.0,2773.0,2.0,2.5,1987.0,7.0,1.0,748.0,0.8,Kirkos,Fully renovated,796320.0
1298.0,6088.0,4.0,4.0,1985.0,6.0,1.0,703.0,8.7,Nifas Silk,Not renovated,610250.0
1124.0,5130.0,2.0,1.0,2014.0,8.0,2.0,963.0,1.6,Lideta,Not renovated,750177.0
2412.0,7087.0,5.0,4.5,1994.0,5.0,3.0,0.0,5.0,Nifas Silk,Not renovated,848480.0
1922.0,6477.0,4.0,2.5,2024.0,8.0,1.0,673.0,3.0,Arada,Not renovated,1162377.0
1904.0,,4.0,2.5,2008.0,5.0,1.0,659.0,3.1,Bole,Partially renovated,1118546.0
2369.0,3912.0,6.0,4.5,1987.0,6.0,3.0,550.0,4.0,Yeka,Not renovated,1179858.0
4033.0,14794.0,6.0,4.5,2000.0,5.0,1.0,0.0,3.2,Yeka,Not renovated,1771233.0
867.0,,2.0,1.0,1988.0,7.0,0.0,0.0,1.1,Kirkos,Not renovated,508607.0
1206.0,2624.0,2.0,2.0,2012.0,8.0,2.0,877.0,4.0,Kirkos,Partially renovated,901286.0
1257.0,2975.0,3.0,3.0,1968.0,6.0,,0.0,2.5,Nifas Silk,Fully renovated,653182.0
1161.0,1485.0,3.0,3.0,1979.0,6.0,2.0,925.0,2.4,Arada,Not renovated,687283.0
1075.0,2702.0,3.0,2.5,2004.0,4.0,2.0,0.0,13.1,Nifas Silk,Not renovated,347624.0
1400.0,5231.0,3.0,2.5,2020.0,6.0,1.0,263.0,,Nifas Silk,Not renovated,608040.0
1025.0,3545.0,1.0,1.0,1951.0,4.0,3.0,825.0,3.9,Arada,Partially renovated,551704.0
1737.0,4593.0,4.0,4.0,2022.0,5.0,3.0,1276.0,5.3,Arada,Not renovated,828548.0
1577.0,6564.0,5.0,2.5,1992.0,7.0,3.0,1014.0,13.1,Yeka,Not renovated,944117.0
1825.0,5168.0,4.0,2.5,1957.0,8.0,2.0,673.0,1.9,Nifas Silk,Partially renovated,988491.0
1842.0,7340.0,4.0,3.0,1940.0,10.0,2.0,1475.0,10.3,Yeka,Partially renovated,1344841.0
1903.0,5125.0,4.0,2.5,1964.0,5.0,2.0,0.0,4.0,Bole,Partially renovated,1253662.0
1365.0,2952.0,4.0,3.0,1995.0,8.0,,913.0,4.1,Yeka,Not renovated,785110.0
3188.0,13071.0,6.0,4.5,1994.0,7.0,2.0,1204.0,6.9,Bole,Fully renovated,1938053.0
1679.0,3329.0,3.0,2.0,2008.0,6.0,2.0,970.0,11.3,Nifas Silk,Not renovated,616361.0
823.0,900.0,2.0,2.0,1984.0,7.0,1.0,0.0,3.2,Yeka,Not renovated,535463.0
1102.0,2836.0,1.0,1.5,1973.0,6.0,2.0,0.0,5.5,Yeka,Partially renovated,683682.0
858.0,2022.0,3.0,2.5,1987.0,6.0,1.0,485.0,5.0,Lideta,Not renovated,482377.0
1559.0,3707.0,4.0,3.0,1996.0,6.0,2.0,0.0,4.9,Kirkos,Partially renovated,958795.0
1487.0,5513.0,4.0,3.0,2000.0,4.0,2.0,0.0,7.6,Kirkos,Not renovated,608271.0
1322.0,,3.0,2.5,1979.0,4.0,3.0,0.0,2.7,Yeka,Not renovated,685792.0
3071.0,7361.0,6.0,3.5,2013.0,7.0,,1706.0,3.5,Yeka,Partially renovated,1901341.0
1868.0,5491.0,4.0,3.5,1983.0,6.0,0.0,0.0,1.2,Kirkos,Not renovated,766990.0
1984.0,4637.0,5.0,3.5,1978.0,5.0,0.0,0.0,6.5,Lideta,Partially renovated,777730.0
1129.0,3374.0,2.0,2.5,1984.0,6.0,2.0,0.0,4.7,Yeka,Partially renovated,620546.0
1104.0,2616.0,3.0,3.0,2016.0,7.0,2.0,250.0,11.1,Kirkos,Not renovated,614317.0
1570.0,2996.0,4.0,4.0,1992.0,6.0,2.0,0.0,1.8,Nifas Silk,Partially renovated,755656.0
1644.0,4816.0,5.0,3.5,1981.0,5.0,1.0,0.0,14.1,Nifas Silk,Fully renovated,713941.0
825.0,2818.0,2.0,1.5,2014.0,8.0,0.0,670.0,7.2,Arada,Fully renovated,616749.0
1458.0,6020.0,4.0,2.5,2024.0,9.0,2.0,315.0,7.0,Lideta,Not renovated,726587.0
1557.0,4280.0,3.0,2.0,1999.0,7.0,2.0,0.0,2.9,Bole,Partially renovated,1001128.0
1441.0,5196.0,3.0,3.0,2020.0,8.0,3.0,926.0,3.7,Nifas Silk,Fully renovated,936254.0
1176.0,2546.0,3.0,3.5,2016.0,8.0,3.0,0.0,3.3,Nifas Silk,Partially renovated,805107.0
